;Dzien tygodnia;data;nowe przypadki;zgony;ozdrowieńcy;kwarantanna;wojewodztwo;testy
5828;sobota;2021-10-17;573;0.0;376.0;16647;lubelskie;2264.0
5829;sobota;2021-10-17;27;0.0;32.0;2361;lubuskie;615.0
5830;sobota;2021-10-17;119;0.0;95.0;8258;łódzkie;2006.0
5831;sobota;2021-10-17;101;0.0;93.0;5000;małopolskie;2193.0
5832;sobota;2021-10-17;495;0.0;364.0;27919;mazowieckie;4384.0
5833;sobota;2021-10-17;32;0.0;21.0;2157;opolskie;548.0
5834;sobota;2021-10-17;154;0.0;88.0;4425;podkarpackie;2079.0
5835;sobota;2021-10-17;250;1.0;203.0;9518;podlaskie;1253.0
5836;sobota;2021-10-17;123;0.0;101.0;6722;pomorskie;1772.0
5837;sobota;2021-10-17;120;0.0;95.0;5714;śląskie;2704.0
5838;sobota;2021-10-17;32;0.0;23.0;1327;świętokrzyskie;974.0
5839;sobota;2021-10-17;53;0.0;55.0;3600;warmińsko-mazurskie;672.0
5840;sobota;2021-10-17;102;0.0;68.0;6999;wielkopolskie;1555.0
5841;sobota;2021-10-17;127;0.0;137.0;6151;zachodniopomorskie;1372.0
5842;poniedziałek;2021-10-18;1537;3.0;1924.0;113597;cały kraj;22364.0
5843;poniedziałek;2021-10-18;47;0.0;74.0;5584;dolnośląskie;1049.0
5844;poniedziałek;2021-10-18;67;2.0;48.0;3548;kujawsko-pomorskie;1006.0
5845;poniedziałek;2021-10-18;290;0.0;420.0;16756;lubelskie;1609.0
5846;poniedziałek;2021-10-18;21;0.0;19.0;2305;lubuskie;500.0
5847;poniedziałek;2021-10-18;70;0.0;84.0;8157;łódzkie;1258.0
5848;poniedziałek;2021-10-18;63;1.0;99.0;4746;małopolskie;1810.0
5849;poniedziałek;2021-10-18;342;0.0;341.0;26955;mazowieckie;3505.0
5850;poniedziałek;2021-10-18;22;0.0;18.0;1995;opolskie;438.0
5851;poniedziałek;2021-10-18;67;0.0;89.0;4222;podkarpackie;1464.0
5852;poniedziałek;2021-10-18;139;0.0;210.0;9718;podlaskie;730.0
5853;poniedziałek;2021-10-18;56;0.0;110.0;6874;pomorskie;1634.0
5854;poniedziałek;2021-10-18;83;0.0;118.0;5428;śląskie;2320.0
5855;poniedziałek;2021-10-18;34;0.0;23.0;1268;świętokrzyskie;744.0
5856;poniedziałek;2021-10-18;24;0.0;79.0;3622;warmińsko-mazurskie;642.0
5857;poniedziałek;2021-10-18;68;0.0;101.0;6650;wielkopolskie;1244.0
5858;poniedziałek;2021-10-18;117;0.0;85.0;5753;zachodniopomorskie;1142.0
5859;wtorek;2021-10-19;3931;64.0;1615.0;128780;cały kraj;49403.0
5860;wtorek;2021-10-19;153;5.0;66.0;6667;dolnośląskie;3016.0
5861;wtorek;2021-10-19;126;3.0;50.0;4058;kujawsko-pomorskie;2358.0
5862;wtorek;2021-10-19;998;11.0;358.0;18836;lubelskie;4355.0
5863;wtorek;2021-10-19;52;0.0;32.0;2769;lubuskie;1255.0
5864;wtorek;2021-10-19;218;8.0;74.0;8904;łódzkie;3603.0
5865;wtorek;2021-10-19;183;5.0;99.0;5601;małopolskie;3161.0
5866;wtorek;2021-10-19;731;7.0;326.0;30265;mazowieckie;7413.0
5867;wtorek;2021-10-19;51;5.0;25.0;2324;opolskie;1121.0
5868;wtorek;2021-10-19;160;1.0;81.0;4704;podkarpackie;2790.0
5869;wtorek;2021-10-19;353;4.0;140.0;11127;podlaskie;1873.0
5870;wtorek;2021-10-19;161;1.0;67.0;7670;pomorskie;3003.0
5871;wtorek;2021-10-19;173;4.0;76.0;6248;śląskie;4852.0
5872;wtorek;2021-10-19;71;2.0;19.0;1545;świętokrzyskie;1323.0
5873;wtorek;2021-10-19;149;5.0;39.0;3868;warmińsko-mazurskie;2000.0
5874;wtorek;2021-10-19;143;3.0;76.0;7747;wielkopolskie;2902.0
5875;wtorek;2021-10-19;154;0.0;77.0;6416;zachodniopomorskie;2290.0
5876;środa;2021-10-20;5559;75.0;1013.0;134740;cały kraj;51086.0
5877;środa;2021-10-20;204;5.0;52.0;7284;dolnośląskie;3101.0
5878;środa;2021-10-20;203;2.0;33.0;3995;kujawsko-pomorskie;2371.0
5879;środa;2021-10-20;1249;15.0;164.0;19932;lubelskie;5022.0
5880;środa;2021-10-20;63;0.0;16.0;3068;lubuskie;1255.0
5881;środa;2021-10-20;293;4.0;53.0;8448;łódzkie;3716.0
5882;środa;2021-10-20;260;6.0;58.0;6208;małopolskie;3349.0
5883;środa;2021-10-20;1004;20.0;229.0;31359;mazowieckie;7907.0
5884;środa;2021-10-20;56;2.0;10.0;2414;opolskie;975.0
5885;środa;2021-10-20;259;1.0;39.0;5034;podkarpackie;2829.0
5886;środa;2021-10-20;587;3.0;80.0;11566;podlaskie;2287.0
5887;środa;2021-10-20;205;1.0;51.0;7467;pomorskie;2675.0
5888;środa;2021-10-20;277;3.0;43.0;6589;śląskie;4968.0
5889;środa;2021-10-20;94;2.0;17.0;1782;świętokrzyskie;1520.0
5890;środa;2021-10-20;179;1.0;25.0;4173;warmińsko-mazurskie;1785.0
5891;środa;2021-10-20;267;6.0;56.0;8533;wielkopolskie;3230.0
5892;środa;2021-10-20;329;4.0;75.0;6487;zachodniopomorskie;2721.0
5893;czwartek;2021-10-21;5592;46.0;2158.0;157147;cały kraj;49649.0
5894;czwartek;2021-10-21;269;2.0;92.0;8145;dolnośląskie;3114.0
5895;czwartek;2021-10-21;217;0.0;54.0;4741;kujawsko-pomorskie;2247.0
5896;czwartek;2021-10-21;1221;10.0;493.0;23888;lubelskie;4961.0
5897;czwartek;2021-10-21;85;4.0;30.0;3497;lubuskie;1195.0
5898;czwartek;2021-10-21;214;2.0;102.0;9427;łódzkie;3044.0
5899;czwartek;2021-10-21;195;2.0;95.0;7050;małopolskie;2624.0
5900;czwartek;2021-10-21;1048;3.0;334.0;35802;mazowieckie;8097.0
5901;czwartek;2021-10-21;89;1.0;23.0;2804;opolskie;1035.0
5902;czwartek;2021-10-21;314;6.0;74.0;5909;podkarpackie;2881.0
5903;czwartek;2021-10-21;522;6.0;240.0;14428;podlaskie;2114.0
5904;czwartek;2021-10-21;279;0.0;137.0;8888;pomorskie;3215.0
5905;czwartek;2021-10-21;288;1.0;98.0;7638;śląskie;4693.0
5906;czwartek;2021-10-21;96;3.0;32.0;2065;świętokrzyskie;1294.0
5907;czwartek;2021-10-21;180;1.0;111.0;5429;warmińsko-mazurskie;1942.0
5908;czwartek;2021-10-21;244;2.0;72.0;9455;wielkopolskie;3008.0
5909;czwartek;2021-10-21;287;3.0;158.0;7947;zachodniopomorskie;2312.0
5910;piątek;2021-10-22;5706;59.0;2727.0;181800;cały kraj;49537.0
5911;piątek;2021-10-22;269;1.0;100.0;8750;dolnośląskie;3109.0
5912;piątek;2021-10-22;186;3.0;79.0;6057;kujawsko-pomorskie;2212.0
5913;piątek;2021-10-22;1181;11.0;651.0;28071;lubelskie;4739.0
5914;piątek;2021-10-22;72;1.0;36.0;4041;lubuskie;1042.0
5915;piątek;2021-10-22;313;6.0;124.0;10273;łódzkie;3460.0
5916;piątek;2021-10-22;285;5.0;145.0;7888;małopolskie;3044.0
5917;piątek;2021-10-22;1070;4.0;487.0;40776;mazowieckie;8090.0
5918;piątek;2021-10-22;84;0.0;39.0;3157;opolskie;954.0
5919;piątek;2021-10-22;264;6.0;130.0;6973;podkarpackie;2732.0
5920;piątek;2021-10-22;580;9.0;270.0;16844;podlaskie;2254.0
5921;piątek;2021-10-22;239;0.0;109.0;10464;pomorskie;2616.0
5922;piątek;2021-10-22;296;4.0;125.0;9088;śląskie;5041.0
5923;piątek;2021-10-22;89;1.0;51.0;2439;świętokrzyskie;1342.0
5924;piątek;2021-10-22;178;1.0;93.0;6579;warmińsko-mazurskie;1597.0
5925;piątek;2021-10-22;228;5.0;125.0;11091;wielkopolskie;2824.0
5926;piątek;2021-10-22;317;2.0;143.0;9276;zachodniopomorskie;2554.0
5927;piątek;2021-10-23;6274;75.0;2952.0;194705;cały kraj;51957.0
5928;piątek;2021-10-23;286;0.0;110.0;9428;dolnośląskie;3081.0
5929;piątek;2021-10-23;238;2.0;91.0;6689;kujawsko-pomorskie;2557.0
5930;piątek;2021-10-23;1446;16.0;618.0;29579;lubelskie;5085.0
5931;piątek;2021-10-23;95;2.0;26.0;4348;lubuskie;1244.0
5932;piątek;2021-10-23;235;1.0;165.0;10339;łódzkie;3160.0
5933;piątek;2021-10-23;316;3.0;142.0;8809;małopolskie;3415.0
5934;piątek;2021-10-23;1254;8.0;568.0;44246;mazowieckie;8196.0
5935;piątek;2021-10-23;87;3.0;31.0;3436;opolskie;1107.0
5936;piątek;2021-10-23;296;3.0;142.0;7934;podkarpackie;2700.0
5937;piątek;2021-10-23;539;9.0;336.0;17831;podlaskie;2257.0
5938;piątek;2021-10-23;232;0.0;160.0;11079;pomorskie;2814.0
5939;piątek;2021-10-23;271;11.0;147.0;9435;śląskie;4919.0
5940;piątek;2021-10-23;109;2.0;46.0;2625;świętokrzyskie;1310.0
5941;piątek;2021-10-23;219;6.0;79.0;6874;warmińsko-mazurskie;2088.0
5942;piątek;2021-10-23;290;6.0;129.0;12105;wielkopolskie;3218.0
5943;piątek;2021-10-23;295;3.0;152.0;9909;zachodniopomorskie;2445.0
5944;sobota;2021-10-24;4728;13.0;2810.0;185877;cały kraj;33781.0
5945;sobota;2021-10-24;230;0.0;112.0;8986;dolnośląskie;1808.0
5946;sobota;2021-10-24;156;0.0;89.0;6253;kujawsko-pomorskie;1277.0
5947;sobota;2021-10-24;905;1.0;630.0;28468;lubelskie;3152.0
5948;sobota;2021-10-24;58;0.0;46.0;4123;lubuskie;786.0
5949;sobota;2021-10-24;238;0.0;162.0;9877;łódzkie;2369.0
5950;sobota;2021-10-24;201;0.0;158.0;8292;małopolskie;2282.0
5951;sobota;2021-10-24;1025;9.0;535.0;43539;mazowieckie;5888.0
5952;sobota;2021-10-24;77;0.0;37.0;3056;opolskie;669.0
5953;sobota;2021-10-24;312;0.0;110.0;7509;podkarpackie;2237.0
5954;sobota;2021-10-24;439;1.0;284.0;15726;podlaskie;1372.0
5955;sobota;2021-10-24;179;0.0;124.0;10597;pomorskie;2103.0
5956;sobota;2021-10-24;224;0.0;127.0;8840;śląskie;2855.0
5957;sobota;2021-10-24;86;0.0;30.0;2565;świętokrzyskie;960.0
5958;sobota;2021-10-24;134;0.0;102.0;6807;warmińsko-mazurskie;875.0
5959;sobota;2021-10-24;196;0.0;114.0;11794;wielkopolskie;1918.0
5960;sobota;2021-10-24;214;2.0;139.0;9413;zachodniopomorskie;1479.0
5961;poniedziałek;2021-10-25;2950;0.0;3039.0;165527;cały kraj;25515.0
5962;poniedziałek;2021-10-25;122;0.0;127.0;8296;dolnośląskie;1286.0
5963;poniedziałek;2021-10-25;100;0.0;106.0;5568;kujawsko-pomorskie;1036.0
5964;poniedziałek;2021-10-25;511;0.0;732.0;24103;lubelskie;1903.0
5965;poniedziałek;2021-10-25;20;0.0;37.0;3792;lubuskie;512.0
5966;poniedziałek;2021-10-25;103;0.0;154.0;8698;łódzkie;1388.0
5967;poniedziałek;2021-10-25;140;0.0;178.0;7724;małopolskie;1878.0
5968;poniedziałek;2021-10-25;736;0.0;538.0;39271;mazowieckie;4537.0
5969;poniedziałek;2021-10-25;39;0.0;40.0;2888;opolskie;433.0
5970;poniedziałek;2021-10-25;176;0.0;109.0;6786;podkarpackie;1742.0
5971;poniedziałek;2021-10-25;253;0.0;308.0;12994;podlaskie;1067.0
5972;poniedziałek;2021-10-25;160;0.0;139.0;9596;pomorskie;1652.0
5973;poniedziałek;2021-10-25;169;0.0;143.0;7784;śląskie;2681.0
5974;poniedziałek;2021-10-25;41;0.0;47.0;2238;świętokrzyskie;696.0
5975;poniedziałek;2021-10-25;65;0.0;81.0;6663;warmińsko-mazurskie;632.0
5976;poniedziałek;2021-10-25;101;0.0;139.0;10136;wielkopolskie;1489.0
5977;poniedziałek;2021-10-25;177;0.0;145.0;8964;zachodniopomorskie;1346.0
5978;wtorek;2021-10-26;6265;93.0;2612.0;199527;cały kraj;56611.0
5979;wtorek;2021-10-26;298;1.0;119.0;10372;dolnośląskie;3509.0
5980;wtorek;2021-10-26;242;2.0;92.0;7008;kujawsko-pomorskie;2786.0
5981;wtorek;2021-10-26;1290;23.0;583.0;29110;lubelskie;5354.0
5982;wtorek;2021-10-26;75;0.0;29.0;4226;lubuskie;1305.0
5983;wtorek;2021-10-26;351;12.0;123.0;10329;łódzkie;4207.0
5984;wtorek;2021-10-26;290;8.0;138.0;9389;małopolskie;3528.0
5985;wtorek;2021-10-26;1130;14.0;496.0;47687;mazowieckie;8353.0
5986;wtorek;2021-10-26;81;2.0;32.0;3258;opolskie;1218.0
5987;wtorek;2021-10-26;255;2.0;165.0;8506;podkarpackie;3327.0
5988;wtorek;2021-10-26;572;13.0;252.0;15954;podlaskie;2325.0
5989;wtorek;2021-10-26;364;3.0;105.0;11409;pomorskie;3323.0
5990;wtorek;2021-10-26;273;4.0;127.0;9826;śląskie;5206.0
5991;wtorek;2021-10-26;74;2.0;42.0;2644;świętokrzyskie;1391.0
5992;wtorek;2021-10-26;298;4.0;60.0;8030;warmińsko-mazurskie;2460.0
5993;wtorek;2021-10-26;225;2.0;117.0;11435;wielkopolskie;3222.0
5994;wtorek;2021-10-26;351;1.0;119.0;10300;zachodniopomorskie;2848.0
5995;środa;2021-10-27;8361;133.0;1647.0;214695;cały kraj;58862.0
5996;środa;2021-10-27;417;5.0;73.0;11017;dolnośląskie;3804.0
5997;środa;2021-10-27;273;4.0;70.0;7830;kujawsko-pomorskie;2647.0
5998;środa;2021-10-27;1632;27.0;330.0;30765;lubelskie;5675.0
5999;środa;2021-10-27;98;0.0;26.0;4299;lubuskie;1119.0
6000;środa;2021-10-27;354;14.0;82.0;11438;łódzkie;3816.0
6001;środa;2021-10-27;377;10.0;66.0;10109;małopolskie;3552.0
6002;środa;2021-10-27;1687;21.0;374.0;50497;mazowieckie;9967.0
6003;środa;2021-10-27;119;1.0;20.0;3342;opolskie;1164.0
6004;środa;2021-10-27;428;4.0;67.0;9194;podkarpackie;3338.0
6005;środa;2021-10-27;804;10.0;158.0;17784;podlaskie;2802.0
6006;środa;2021-10-27;333;2.0;48.0;12409;pomorskie;3055.0
6007;środa;2021-10-27;517;17.0;88.0;10365;śląskie;5670.0
6008;środa;2021-10-27;125;6.0;37.0;2864;świętokrzyskie;1510.0
6009;środa;2021-10-27;317;6.0;29.0;9172;warmińsko-mazurskie;2132.0
6010;środa;2021-10-27;411;2.0;62.0;11591;wielkopolskie;3487.0
6011;środa;2021-10-27;348;4.0;108.0;11973;zachodniopomorskie;2829.0
6012;czwartek;2021-10-28;8378;101.0;4047.0;253059;cały kraj;58849.0
6013;czwartek;2021-10-28;381;5.0;163.0;12768;dolnośląskie;3456.0
6014;czwartek;2021-10-28;313;4.0;125.0;9238;kujawsko-pomorskie;2704.0
6015;czwartek;2021-10-28;1485;24.0;1000.0;35455;lubelskie;5531.0
6016;czwartek;2021-10-28;150;0.0;57.0;5146;lubuskie;1379.0
6017;czwartek;2021-10-28;592;8.0;232.0;13722;łódzkie;4447.0
6018;czwartek;2021-10-28;346;2.0;199.0;11232;małopolskie;3521.0
6019;czwartek;2021-10-28;1673;16.0;752.0;59944;mazowieckie;9868.0
6020;czwartek;2021-10-28;134;0.0;47.0;3895;opolskie;1271.0
6021;czwartek;2021-10-28;356;4.0;163.0;10870;podkarpackie;3125.0
6022;czwartek;2021-10-28;755;10.0;358.0;21188;podlaskie;2851.0
6023;czwartek;2021-10-28;368;6.0;191.0;13981;pomorskie;3094.0
6024;czwartek;2021-10-28;467;7.0;182.0;12206;śląskie;5637.0
6025;czwartek;2021-10-28;135;4.0;75.0;3270;świętokrzyskie;1441.0
6026;czwartek;2021-10-28;340;4.0;140.0;11636;warmińsko-mazurskie;2322.0
6027;czwartek;2021-10-28;357;5.0;141.0;14408;wielkopolskie;3349.0
6028;czwartek;2021-10-28;432;2.0;205.0;14045;zachodniopomorskie;2819.0
6029;piątek;2021-10-29;9387;102.0;5419.0;287770;cały kraj;59181.0
6030;piątek;2021-10-29;416;1.0;220.0;14809;dolnośląskie;3628.0
6031;piątek;2021-10-29;357;4.0;204.0;10739;kujawsko-pomorskie;2755.0
6032;piątek;2021-10-29;1705;37.0;1185.0;39771;lubelskie;5859.0
6033;piątek;2021-10-29;146;1.0;70.0;5542;lubuskie;1320.0
6034;piątek;2021-10-29;561;5.0;262.0;15990;łódzkie;4087.0
6035;piątek;2021-10-29;371;6.0;238.0;13298;małopolskie;3459.0
6036;piątek;2021-10-29;2037;7.0;983.0;67294;mazowieckie;10513.0
6037;piątek;2021-10-29;111;0.0;50.0;4257;opolskie;1217.0
6038;piątek;2021-10-29;378;6.0;301.0;12241;podkarpackie;3102.0
6039;piątek;2021-10-29;761;5.0;554.0;23530;podlaskie;2571.0
6040;piątek;2021-10-29;468;3.0;238.0;15816;pomorskie;3382.0
6041;piątek;2021-10-29;544;8.0;287.0;14277;śląskie;5380.0
6042;piątek;2021-10-29;136;2.0;88.0;3562;świętokrzyskie;1459.0
6043;piątek;2021-10-29;340;2.0;158.0;13572;warmińsko-mazurskie;1943.0
6044;piątek;2021-10-29;480;11.0;257.0;17024;wielkopolskie;3583.0
6045;piątek;2021-10-29;464;4.0;300.0;16001;zachodniopomorskie;2815.0
6046;piątek;2021-10-30;9798;115.0;5706.0;298687;cały kraj;59956.0
6047;piątek;2021-10-30;512;5.0;270.0;15548;dolnośląskie;3854.0
6048;piątek;2021-10-30;389;8.0;205.0;11668;kujawsko-pomorskie;2761.0
6049;piątek;2021-10-30;1649;35.0;1270.0;39899;lubelskie;5723.0
6050;piątek;2021-10-30;168;1.0;90.0;5645;lubuskie;1342.0
6051;piątek;2021-10-30;619;6.0;229.0;17375;łódzkie;4529.0
6052;piątek;2021-10-30;502;2.0;239.0;13308;małopolskie;3830.0
6053;piątek;2021-10-30;2009;18.0;1063.0;68881;mazowieckie;10730.0
6054;piątek;2021-10-30;156;1.0;86.0;4619;opolskie;1175.0
6055;piątek;2021-10-30;402;11.0;288.0;12363;podkarpackie;2937.0
6056;piątek;2021-10-30;694;6.0;571.0;24279;podlaskie;2277.0
6057;piątek;2021-10-30;475;0.0;227.0;16489;pomorskie;3467.0
6058;piątek;2021-10-30;622;10.0;262.0;15377;śląskie;5016.0
6059;piątek;2021-10-30;194;2.0;99.0;3630;świętokrzyskie;1449.0
6060;piątek;2021-10-30;347;4.0;203.0;15433;warmińsko-mazurskie;2428.0
6061;piątek;2021-10-30;469;4.0;251.0;17610;wielkopolskie;3344.0
6062;piątek;2021-10-30;480;2.0;331.0;16521;zachodniopomorskie;2628.0
6063;sobota;2021-10-31;7145;9.0;5456.0;283057;cały kraj;37777.0
6064;sobota;2021-10-31;363;0.0;258.0;14426;dolnośląskie;2056.0
6065;sobota;2021-10-31;208;0.0;176.0;11030;kujawsko-pomorskie;1404.0
6066;sobota;2021-10-31;1052;1.0;1163.0;36149;lubelskie;3316.0
6067;sobota;2021-10-31;102;0.0;78.0;5411;lubuskie;710.0
6068;sobota;2021-10-31;412;1.0;293.0;17226;łódzkie;2386.0
6069;sobota;2021-10-31;369;0.0;239.0;11877;małopolskie;2608.0
6070;sobota;2021-10-31;1768;6.0;1012.0;66207;mazowieckie;7604.0
6071;sobota;2021-10-31;147;0.0;81.0;4380;opolskie;684.0
6072;sobota;2021-10-31;363;0.0;286.0;11269;podkarpackie;2364.0
6073;sobota;2021-10-31;572;1.0;554.0;22210;podlaskie;1732.0
6074;sobota;2021-10-31;255;0.0;252.0;15864;pomorskie;1973.0
6075;sobota;2021-10-31;387;0.0;286.0;15008;śląskie;2882.0
6076;sobota;2021-10-31;110;0.0;86.0;3341;świętokrzyskie;1040.0
6077;sobota;2021-10-31;173;0.0;166.0;15206;warmińsko-mazurskie;918.0
6078;sobota;2021-10-31;362;0.0;228.0;17228;wielkopolskie;2403.0
6079;sobota;2021-10-31;394;0.0;274.0;16192;zachodniopomorskie;1864.0
6080;poniedziałek;2021-11-01;4894;13.0;6424.0;267276;cały kraj;29091.0
6081;poniedziałek;2021-11-01;275;0.0;254.0;13433;dolnośląskie;1546.0
6082;poniedziałek;2021-11-01;183;4.0;227.0;10595;kujawsko-pomorskie;1240.0
6083;poniedziałek;2021-11-01;658;1.0;1402.0;33615;lubelskie;2181.0
6084;poniedziałek;2021-11-01;57;0.0;86.0;5076;lubuskie;584.0
6085;poniedziałek;2021-11-01;286;1.0;285.0;16508;łódzkie;1902.0
6086;poniedziałek;2021-11-01;272;1.0;318.0;11203;małopolskie;2120.0
6087;poniedziałek;2021-11-01;1154;6.0;1308.0;62013;mazowieckie;5332.0
6088;poniedziałek;2021-11-01;58;0.0;84.0;4232;opolskie;515.0
6089;poniedziałek;2021-11-01;210;0.0;329.0;11197;podkarpackie;1656.0
6090;poniedziałek;2021-11-01;317;0.0;587.0;20041;podlaskie;1093.0
6091;poniedziałek;2021-11-01;272;0.0;269.0;15876;pomorskie;1890.0
6092;poniedziałek;2021-11-01;287;0.0;277.0;14074;śląskie;2721.0
6093;poniedziałek;2021-11-01;72;0.0;113.0;3155;świętokrzyskie;741.0
6094;poniedziałek;2021-11-01;146;0.0;256.0;14150;warmińsko-mazurskie;832.0
6095;poniedziałek;2021-11-01;223;0.0;297.0;16658;wielkopolskie;1715.0
6096;poniedziałek;2021-11-01;344;0.0;302.0;15426;zachodniopomorskie;1627.0
6097;wtorek;2021-11-02;4514;9.0;4386.0;246677;cały kraj;27951.0
6098;wtorek;2021-11-02;245;0.0;231.0;12122;dolnośląskie;1473.0
6099;wtorek;2021-11-02;145;0.0;163.0;9587;kujawsko-pomorskie;1139.0
6100;wtorek;2021-11-02;597;0.0;831.0;30559;lubelskie;2027.0
6101;wtorek;2021-11-02;94;0.0;66.0;4875;lubuskie;722.0
6102;wtorek;2021-11-02;321;0.0;181.0;15309;łódzkie;1960.0
6103;wtorek;2021-11-02;263;0.0;205.0;10593;małopolskie;2107.0
6104;wtorek;2021-11-02;1093;8.0;993.0;57994;mazowieckie;4935.0
6105;wtorek;2021-11-02;54;0.0;78.0;3990;opolskie;708.0
6106;wtorek;2021-11-02;226;1.0;234.0;9934;podkarpackie;1784.0
6107;wtorek;2021-11-02;291;0.0;419.0;18073;podlaskie;1020.0
6108;wtorek;2021-11-02;235;0.0;161.0;15096;pomorskie;1855.0
6109;wtorek;2021-11-02;223;0.0;222.0;13744;śląskie;2530.0
6110;wtorek;2021-11-02;76;0.0;76.0;3096;świętokrzyskie;804.0
6111;wtorek;2021-11-02;134;0.0;106.0;12419;warmińsko-mazurskie;819.0
6112;wtorek;2021-11-02;199;0.0;171.0;15064;wielkopolskie;1567.0
6113;wtorek;2021-11-02;232;0.0;220.0;14200;zachodniopomorskie;1259.0
6114;środa;2021-11-03;10429;124.0;3279.0;256015;cały kraj;68383.0
6115;środa;2021-11-03;614;11.0;133.0;13807;dolnośląskie;4725.0
6116;środa;2021-11-03;478;9.0;120.0;10399;kujawsko-pomorskie;3693.0
6117;środa;2021-11-03;1761;36.0;631.0;29852;lubelskie;6232.0
6118;środa;2021-11-03;134;0.0;29.0;5014;lubuskie;1515.0
6119;środa;2021-11-03;637;4.0;136.0;17116;łódzkie;5096.0
6120;środa;2021-11-03;589;12.0;156.0;11004;małopolskie;4485.0
6121;środa;2021-11-03;2036;8.0;768.0;58557;mazowieckie;10374.0
6122;środa;2021-11-03;160;0.0;43.0;4192;opolskie;1426.0
6123;środa;2021-11-03;451;3.0;193.0;10368;podkarpackie;4156.0
6124;środa;2021-11-03;708;2.0;278.0;18412;podlaskie;2759.0
6125;środa;2021-11-03;654;3.0;162.0;16332;pomorskie;3861.0
6126;środa;2021-11-03;558;21.0;189.0;16094;śląskie;6198.0
6127;środa;2021-11-03;214;5.0;48.0;3906;świętokrzyskie;1677.0
6128;środa;2021-11-03;439;8.0;70.0;10916;warmińsko-mazurskie;2725.0
6129;środa;2021-11-03;465;2.0;132.0;15183;wielkopolskie;3879.0
6130;środa;2021-11-03;415;0.0;170.0;14789;zachodniopomorskie;3045.0
6131;czwartek;2021-11-04;15515;250.0;6536.0;320597;cały kraj;78757.0
6132;czwartek;2021-11-04;866;11.0;337.0;17317;dolnośląskie;4945.0
6133;czwartek;2021-11-04;664;10.0;242.0;12952;kujawsko-pomorskie;3682.0
6134;czwartek;2021-11-04;2110;60.0;1323.0;34964;lubelskie;6740.0
6135;czwartek;2021-11-04;235;1.0;94.0;6091;lubuskie;1560.0
6136;czwartek;2021-11-04;1031;22.0;364.0;21388;łódzkie;5898.0
6137;czwartek;2021-11-04;925;7.0;300.0;14620;małopolskie;5217.0
6138;czwartek;2021-11-04;3206;30.0;1230.0;77267;mazowieckie;13928.0
6139;czwartek;2021-11-04;201;10.0;102.0;5350;opolskie;1416.0
6140;czwartek;2021-11-04;691;9.0;271.0;13108;podkarpackie;4529.0
6141;czwartek;2021-11-04;1101;43.0;602.0;21306;podlaskie;3433.0
6142;czwartek;2021-11-04;746;1.0;355.0;21334;pomorskie;4149.0
6143;czwartek;2021-11-04;1241;9.0;300.0;20559;śląskie;7587.0
6144;czwartek;2021-11-04;277;13.0;87.0;4848;świętokrzyskie;1824.0
6145;czwartek;2021-11-04;673;11.0;307.0;13267;warmińsko-mazurskie;3305.0
6146;czwartek;2021-11-04;674;6.0;230.0;17925;wielkopolskie;4385.0
6147;czwartek;2021-11-04;730;7.0;356.0;18231;zachodniopomorskie;3766.0
6148;piątek;2021-11-05;15904;152.0;8495.0;380092;cały kraj;78683.0
6149;piątek;2021-11-05;816;4.0;375.0;19859;dolnośląskie;4622.0
6150;piątek;2021-11-05;592;2.0;299.0;15650;kujawsko-pomorskie;3249.0
6151;piątek;2021-11-05;2077;30.0;1564.0;39137;lubelskie;6835.0
6152;piątek;2021-11-05;250;0.0;113.0;7770;lubuskie;1764.0
6153;piątek;2021-11-05;1030;10.0;435.0;24691;łódzkie;6114.0
6154;piątek;2021-11-05;911;11.0;403.0;17543;małopolskie;5140.0
6155;piątek;2021-11-05;3376;27.0;1727.0;89270;mazowieckie;13915.0
6156;piątek;2021-11-05;289;5.0;111.0;6682;opolskie;1627.0
6157;piątek;2021-11-05;715;9.0;455.0;15845;podkarpackie;3981.0
6158;piątek;2021-11-05;969;12.0;855.0;24832;podlaskie;3031.0
6159;piątek;2021-11-05;894;3.0;391.0;25630;pomorskie;4568.0
6160;piątek;2021-11-05;1152;11.0;496.0;24961;śląskie;7206.0
6161;piątek;2021-11-05;272;5.0;121.0;5773;świętokrzyskie;1855.0
6162;piątek;2021-11-05;614;4.0;312.0;16621;warmińsko-mazurskie;3165.0
6163;piątek;2021-11-05;1032;11.0;410.0;23712;wielkopolskie;5233.0
6164;piątek;2021-11-05;783;8.0;381.0;22045;zachodniopomorskie;3767.0
6165;piątek;2021-11-06;15190;186.0;8839.0;400821;cały kraj;77986.0
6166;piątek;2021-11-06;853;6.0;444.0;20767;dolnośląskie;5059.0
6167;piątek;2021-11-06;713;8.0;292.0;16346;kujawsko-pomorskie;3834.0
6168;piątek;2021-11-06;1783;47.0;1698.0;38277;lubelskie;6221.0
6169;piątek;2021-11-06;259;2.0;155.0;8293;lubuskie;1782.0
6170;piątek;2021-11-06;893;19.0;520.0;25805;łódzkie;5813.0
6171;piątek;2021-11-06;854;9.0;332.0;19257;małopolskie;4765.0
6172;piątek;2021-11-06;3470;17.0;1788.0;96057;mazowieckie;14685.0
6173;piątek;2021-11-06;229;4.0;145.0;7299;opolskie;1381.0
6174;piątek;2021-11-06;708;23.0;331.0;16284;podkarpackie;4113.0
